слиплось,крупный,мелкий,средний,длинные: CV,p10/p50,p99/p50,средний черешок,разброс черешков
0.0 на 0.85,12.210345470958522,5.49100012850372,9.857747024868427,0.059964618246946745,0.6463138690626453,1.3462534319488164,0.6927630900244283,0.06425615798044386
0.0 на 0.85,10.397538549540393,6.470105391823174,9.613967980937677,0.05760287018991026,0.6644906661016049,1.3312917830106668,0.677088242849035,0.05811255876837126
0.0 на 0.85,11.832070629329593,6.152187052621108,10.680624562838736,0.04532120388674831,0.6566543555569551,1.268904527297734,0.6850439497882908,0.05334910987144824
0.0 на 0.85,12.182186910113867,6.154029924502946,10.21947227741057,0.05006517401549614,0.6399521037856193,1.3313933642355067,0.6991724083049028,0.05830900111911698
0.0 на 0.85,13.402573685406683,5.851117851321674,10.794465955718625,0.04768374662232659,0.6566226330099689,1.3497186128128633,0.6922531395751123,0.05986221328704833
0.0 на 0.85,12.759983775744477,6.444254757004484,9.756712808424139,0.06260980890846116,0.6775362371226892,1.3791698785445694,0.6889464282382831,0.06939432806919807
0.0 на 0.85,12.726486337988497,6.616630871237353,9.759409505458509,0.04504796092385185,0.6797014227795302,1.360918974635423,0.6981054070129729,0.06765751143670021
0.0 на 0.85,12.837802158303484,6.141058767904718,10.746916461565572,0.06470018192535713,0.6366439910938279,1.352171338439164,0.698883904029631,0.06628252672806553
0.0 на 0.85,10.729900394035482,7.217810619178402,9.482756286209712,0.06426248555384403,0.6558264659772244,1.3756698706724697,0.6719346972741748,0.061366992196504266
0.0 на 0.85,12.221246446246827,6.818534278850864,10.278726334089878,0.07779165421355483,0.6824311816015386,1.4077498236852573,0.6798213892233228,0.07559033437737944
0.0 на 0.85,13.94205596162459,6.218812477212119,11.401548796476446,0.056923342178360835,0.669996676761198,1.380423224337015,0.6891083245171413,0.06348902273403301
0.0 на 0.85,10.138222805990972,7.06061128959302,9.082994000600857,0.060173967514837653,0.7068733070078799,1.3811612574866707,0.6554178858876397,0.06805842231071217
0.5 на 0.85,12.266903081009694,6.5892399424678745,10.659806143471357,0.05732845594449753,0.6620135015614202,1.322802267331766,0.689004813817587,0.05211147445816808
0.5 на 0.85,11.34900164836787,6.565712691603035,9.646751179867511,0.058637007953618606,0.6801747603498136,1.392797744778906,0.6776025512402902,0.06745083386355998
0.5 на 0.85,13.02256639595842,7.481907620993719,10.287920225106943,0.06185411455313251,0.6865289152697756,1.400669635080144,0.6925062358525036,0.07450663757168041
0.5 на 0.85,11.015088159703062,6.3286895519945014,9.650433475345617,0.06412302807439446,0.640027466504161,1.3332217761058338,0.674995987868942,0.060734073278364664
0.5 на 0.85,11.587267046023333,6.676921143673339,9.49662014939625,0.0540085327616576,0.6886778877908445,1.3508408811920307,0.6771037689069153,0.0703229278780545
0.5 на 0.85,11.739711551300978,6.992015292338921,9.838498719384047,0.058067041414074906,0.6787068140601621,1.4035842061577068,0.6769575607492311,0.06629656333658313
0.5 на 0.85,10.090620066550393,7.5587913286375175,9.487566645120264,0.06160032020525003,0.6774226223550294,1.3444547111742424,0.6751329004206371,0.05983042342386224
0.5 на 0.85,12.427989964412363,6.803177180659055,9.943517688186605,0.06167671392321416,0.6997214040722627,1.426855297049892,0.6836230222568151,0.06820174258160336
0.5 на 0.85,11.477826233378044,6.749651203537113,9.908918208519104,0.05956154094522283,0.6782061887494824,1.38379776415194,0.6774918712284368,0.0689882897596178
0.5 на 0.85,11.892390619623646,7.259249005757953,9.743260543079908,0.08042302429968246,0.6880162585805106,1.4160493350573462,0.6805160842278724,0.07123507242867685
0.5 на 0.85,10.839917478303471,7.05300989255821,10.021257218090463,0.05359994799473855,0.6842939043236297,1.3784775573777706,0.6734023113666018,0.06443285479769488
0.5 на 0.85,10.79019025832303,7.444507105651552,8.935352530865146,0.04706352745062204,0.6862543986953503,1.3249903033625046,0.6817311940982257,0.061333218501367165
1.0 на 0.85,10.460558409573007,6.627474245570134,9.758607675574567,0.0511695903076425,0.6935367442542018,1.362589920658188,0.6638783992495412,0.05774151276010841
1.0 на 0.85,9.279528894271948,6.810197106158065,9.015459906773083,0.05537116158666169,0.7363060064876498,1.408258447345618,0.6546936655721088,0.06409207144797711
1.0 на 0.85,9.822692623944825,7.167436144666438,8.93852571156572,0.051765654341322166,0.7195268928236962,1.3739966525887688,0.6690305779922375,0.06117580834043562
1.0 на 0.85,9.045500916438389,6.313317096619756,8.526004043010143,0.06447457655654805,0.7094559553882158,1.3919405728527474,0.6558048325729818,0.0630584160140399
1.0 на 0.85,11.901043875004994,6.842037080667373,11.033779626703247,0.048595877363449155,0.6911627342145333,1.2900207167135411,0.6758029091164384,0.052925219342080894
1.0 на 0.85,10.424033447392597,6.062949915241925,9.778461133834014,0.06762063818371604,0.6800739396345509,1.3631781926394722,0.6631340526079195,0.05895548132998476
1.0 на 0.85,10.372580707916109,6.780223037072603,8.469557375916125,0.06115565161571737,0.6858699400407063,1.3546238201979026,0.6639979374395333,0.06671739552036555
1.0 на 0.85,9.697965906976965,6.4918121038612995,8.940404569269601,0.06248887099987484,0.6891508069052302,1.4357555356880214,0.6751600049288703,0.059189001362546415
1.0 на 0.85,10.596702672124401,7.725814954352688,8.945273775844857,0.07359478426646256,0.7134019137465266,1.390592197390722,0.6681785983338999,0.07578389403302414
1.0 на 0.85,10.662651053784069,6.319404288458679,9.611395259956215,0.07712285202033371,0.718148881979988,1.3840318109570031,0.6726410525302654,0.06711342361335915
1.0 на 0.85,10.734956567347755,7.997141830219208,9.461692949018802,0.047693428605872064,0.7038034881409339,1.3284776655018349,0.6539067368690734,0.06060632045710085
1.0 на 0.85,10.522392133854003,6.540701115970202,9.901822436455713,0.06318361812239832,0.6774914960093144,1.3396285391430764,0.6665735173882048,0.06585777487804419
0.0 на 0.70,13.46752881426039,6.14044396423513,10.556416157025563,0.04605973539985507,0.6625526620059519,1.298124007529802,0.6963566640422095,0.056097924868010095
0.0 на 0.70,12.353428575928781,5.911639073207527,10.958083297485597,0.058604105504749315,0.6395278695224978,1.310068215657788,0.6861918945422979,0.06081063695092345
0.0 на 0.70,13.628359860180321,6.977222284963659,11.717634624014535,0.058561411250252556,0.6546356460834314,1.3232285389534268,0.6966226054687588,0.058260479452380116
0.0 на 0.70,11.495466009590892,6.744229508404554,9.859700823844781,0.053013597130113645,0.6892823211888531,1.3398845971552344,0.6786999451313692,0.06425587594370372
0.0 на 0.70,11.939853283138795,6.217512265385393,10.50919867302503,0.0509939482329678,0.6309174160240981,1.2489445528613194,0.6815016654808873,0.05326079938064472
0.0 на 0.70,11.35695991094277,5.641203492370395,9.953628533229928,0.06864715094511609,0.6419612487148487,1.3379780803127255,0.6814616401346528,0.06498897910718875
0.0 на 0.70,11.652397142783611,6.691308636711279,9.931856818121176,0.06151930763440124,0.6426769632865524,1.3859666384489309,0.6898130574968642,0.06789472314244195
0.0 на 0.70,11.333923872884341,5.870516982443846,10.14050423993685,0.05717437535812252,0.6567862362258462,1.3358381727303426,0.6825237407020924,0.06148983619863283
0.0 на 0.70,11.680081119452128,6.857443569005642,11.134942608353702,0.06160705889370259,0.6545769505300193,1.377538325170956,0.6888139763885389,0.05576146946637492
0.0 на 0.70,10.213120436338544,6.523569539106323,9.465210258253435,0.06344480080340974,0.6603732004713311,1.377715299713542,0.671606250855808,0.0651533718769971
0.0 на 0.70,12.532587890755808,5.468534669066264,11.17065949820265,0.056043065428592116,0.600875325138062,1.291319563010263,0.6971031591377874,0.06025855438960634
0.0 на 0.70,11.020093677654858,5.647708803746838,9.117889505503982,0.05413393512036473,0.6655968654926765,1.3648215402245878,0.679121303162109,0.06646965333544073
0.5 на 0.70,9.765578227795986,7.85149577400509,8.748203537062262,0.07349200358432202,0.7148238325942445,1.4322107541005293,0.6613700262587923,0.07224848711811631
0.5 на 0.70,10.116600644194069,7.561713606056389,9.044925978839574,0.06461971123937732,0.7151396413993153,1.405495340580009,0.6545955137860084,0.06965415918040677
0.5 на 0.70,10.019291948602785,8.940151956355262,8.932805719749481,0.07542550752090889,0.721777945530628,1.4872339760385795,0.6639129127631266,0.07430917992878698
0.5 на 0.70,12.91623736684454,7.445184797475148,9.471177677701146,0.06245110607365599,0.6981154527687463,1.3950139748384918,0.684705024959968,0.07221453164688324
0.5 на 0.70,9.628716509716295,8.421860624616139,8.755932150718433,0.06027920800915221,0.7174851447802635,1.3916797556934764,0.6596801575706766,0.06863206993445727
0.5 на 0.70,9.716049965403199,6.548836931891205,8.597159491047078,0.09241883421605121,0.7013956497902414,1.502150433265879,0.674549491290269,0.08070660778176958
0.5 на 0.70,9.49085626054675,6.263447297500347,9.02261200028817,0.0580338258422723,0.7301429670848457,1.3910347469753437,0.6535354460258134,0.07148324597917459
0.5 на 0.70,11.796516506055712,6.24100499283446,10.147379343755812,0.039334843228450336,0.6810338453816032,1.338256680910617,0.6866915274119073,0.05827817110294522
0.5 на 0.70,9.376526258369422,6.594036615772959,8.715480367910052,0.05073571627064488,0.692993359400993,1.3711844125884702,0.6577797793835134,0.06274175343122716
0.5 на 0.70,11.284524451616866,6.634780222624765,9.979669425982689,0.06576074732527773,0.6800395153247752,1.3841617117538516,0.6766726905615805,0.06872310100803003
0.5 на 0.70,8.309390500805105,7.279000872898517,8.711938110187228,0.07190978986662523,0.7105389049851464,1.3336615361450146,0.6424848598778178,0.05911656266880456
0.5 на 0.70,10.020916732818058,7.314771914536271,8.803895344837134,0.07465213014073685,0.7064871803457385,1.4822274834602083,0.6572810147608333,0.07163517382940708
1.0 на 0.70,10.450355046885122,7.327631029166491,9.735721695987076,0.051213345166655856,0.7288841846564824,1.3189649512813617,0.6539050765534666,0.05644348422189426
1.0 на 0.70,9.034820193185993,7.292760181572502,8.988986245992145,0.07289867900076143,0.7409636988496248,1.3631661523062897,0.6483236166960754,0.06358157439622662
1.0 на 0.70,8.39818419080286,8.442840205025991,8.117744796762048,0.0753742061533802,0.7156110095999709,1.3852699043192984,0.6378801668320631,0.05799722143237195
1.0 на 0.70,9.267081504025766,8.003332467149496,8.683100548671497,0.05847493649815059,0.738867871701091,1.3563102987417026,0.6514418141771513,0.06796798535821781
1.0 на 0.70,9.197067460160046,8.720573970346493,8.949793133874532,0.06334942305909573,0.7627924395158079,1.3406456052699336,0.639587671643081,0.06145623585343926
1.0 на 0.70,9.428393419531714,7.6215813897461056,8.964157962648951,0.04808144251954899,0.7262304032620351,1.3126111414504054,0.6550200797491865,0.06034223066416808
1.0 на 0.70,7.437869217780472,7.400105325368201,8.490423125403623,0.07563370393132181,0.710857804010057,1.4554595293927977,0.6334332295369548,0.056087648256210744
1.0 на 0.70,8.523209382379873,8.037540764671785,8.094023780211218,0.08434372457875332,0.7572830972932217,1.554765828615398,0.6421435374841149,0.07798344306394152
1.0 на 0.70,10.12321888897179,6.551378775055302,9.482125274964336,0.040173259897096074,0.7261961710601613,1.2924241125045985,0.6528551328995073,0.062034295054544865
1.0 на 0.70,8.262669694537395,8.332124764252212,8.277479490172622,0.07747103597808908,0.729819788571298,1.444823620888617,0.64366510078363,0.06031730586573201
1.0 на 0.70,8.715164937976033,7.492008389161784,8.339447429258637,0.06773682311177594,0.7499448113307409,1.3958636126785973,0.6428541986491355,0.062119155130651534
1.0 на 0.70,8.961806896676846,8.395985163204234,8.845084785546826,0.06032796924758041,0.7291965854004971,1.3740935226083106,0.6452461421631488,0.06293815334042734
0.0 на 0.50,12.247448534569877,6.9485820972195125,10.76671600162275,0.056555236432902785,0.6520809776162351,1.3262883653495596,0.688881352672537,0.06224348383214732
0.0 на 0.50,12.52423030410403,7.257681855341127,9.918497915781519,0.06754751548711127,0.7014832105801054,1.4264911485804088,0.6847208230501177,0.07914193720657146
0.0 на 0.50,11.42621664355164,7.254457998207302,10.39788242895209,0.052443721179349166,0.6629639558612881,1.2997045015734923,0.6712390285575712,0.05752360592021428
0.0 на 0.50,12.421056227769252,5.974492095746209,10.102294359526834,0.05250408214185135,0.6820006673614157,1.367669093585133,0.6925727951470038,0.07072045121478235
0.0 на 0.50,11.001229123050035,6.734748188275938,9.949489256998438,0.05227402366239656,0.6659346472339256,1.3287173671112007,0.6732609204008434,0.0584394240119656
0.0 на 0.50,10.783765254692842,7.016636490389346,10.451616924104956,0.04163293321387165,0.6838763911561803,1.309320432186923,0.6745930851389689,0.05208856676104574
0.0 на 0.50,11.634360031047777,7.128347827343471,9.430501912020793,0.07148461893651252,0.6737720664137422,1.372416188783567,0.6828566899991656,0.06600263857678357
0.0 на 0.50,12.107981595995593,5.745052631675024,9.958762859985686,0.04814885977583756,0.6893662119279097,1.3512532977316243,0.6895798365586279,0.05756489008565828
0.0 на 0.50,12.255717035937831,6.429706695099595,9.506727623960414,0.06284157093726579,0.6602681282096512,1.3776037318453498,0.6940292133825315,0.06813524148573924
0.0 на 0.50,14.280997516182651,6.36040427646905,12.452339952336152,0.042746866460239494,0.6197400462568233,1.2832651996275923,0.701477790066168,0.05110072561037909
0.0 на 0.50,12.551866206913829,7.271574037990885,10.231974910289782,0.05341989036254726,0.6744469090032836,1.3303651638810519,0.6800269491358034,0.061942402363674126
0.0 на 0.50,11.684405199186955,5.4723159675320785,10.029371182953781,0.05075064402867404,0.6527078834739753,1.2903796883921586,0.6835058796701367,0.05142718209493258
0.5 на 0.50,8.353921941175507,8.44159904897422,7.201105633002101,0.07427604471505424,0.7581136327727149,1.4946547666328058,0.6312312494428529,0.0828516519100561
0.5 на 0.50,9.269569872234099,8.855380501305472,7.776851315399573,0.07417111645641646,0.7780511562955971,1.531802001194705,0.6483052526476825,0.08874976829473652
0.5 на 0.50,11.245642556367345,7.331656057592563,8.642687534717124,0.06879870951711695,0.7503125274100148,1.472830356334501,0.6601924097213108,0.09543381260172462
0.5 на 0.50,10.122428524051974,8.772505426200732,7.681111375040215,0.05152496799727146,0.7285143984002488,1.4679975794517854,0.6461477202272643,0.0943408796551119
0.5 на 0.50,11.004868087163727,9.349282718632368,7.717740765058386,0.09190966003541241,0.8034505954433944,1.6195773580522397,0.6500911662441871,0.1130789985208682
0.5 на 0.50,9.049154917203255,7.452850943825742,7.029821949173095,0.0733737967919645,0.7769004702185229,1.5472171360314992,0.6351747813006635,0.10150159851608051
0.5 на 0.50,9.953383414353617,8.320818001041609,8.422841974892872,0.08694492399138194,0.7683253001112754,1.6645552252583067,0.6538007821415577,0.0987042385905967
0.5 на 0.50,9.725057333734984,7.990932866841092,7.8763534780362745,0.07498324471224442,0.8033608095964474,1.5360596733599237,0.6422129115131591,0.08674466342166239
0.5 на 0.50,10.097035800544836,8.546779845459518,7.413949784995529,0.06304401437474434,0.7792554802943468,1.4915270353600132,0.6530952071262354,0.09897480983384688
0.5 на 0.50,9.551517532718874,8.00670369912278,8.230418338355937,0.08000634575718422,0.7500316050441878,1.505687112296336,0.6304265649345753,0.09191381741134029
0.5 на 0.50,9.070106254574682,7.3740908315197675,8.020274680442961,0.06457356299097014,0.7744609476397859,1.4786032307773165,0.6415559668763979,0.08782903234716105
0.5 на 0.50,10.316560817700019,7.963736315400162,7.965906147062126,0.08074273990291321,0.7202743408059363,1.4855431383646098,0.6587596027550844,0.08790204563110197
