подтянуто,крупный,мелкий,средний,длинные: CV,p10/p50,p99/p50,средний черешок,разброс черешков
0.0,11.179184943643646,7.048262815984446,10.397054513310986,0.046009846995676416,0.6511402047716186,1.2851097661391908,0.6673382096512912,0.05333959615188653
0.0,13.75463719736532,6.581205703121817,10.988083596104564,0.06648006617708996,0.6758138260299476,1.3884112314704602,0.6901268535073589,0.06646174420190135
0.0,12.60022277374045,6.637741446701225,10.197860097279715,0.06452853504568745,0.6655764480966555,1.3950206097440314,0.6900232386189611,0.0669498521922588
0.0,13.075378699944979,5.6287189890698714,10.815599669674928,0.07144622831900929,0.6765894262788755,1.4417152338368318,0.7080346603369546,0.0708634361033083
0.0,10.723076613772772,6.770358450583294,9.15400501941031,0.05258496101920997,0.6721725261345517,1.3098823845769991,0.6761985636544929,0.060777565929022594
0.0,10.925658246313045,5.964562824454653,9.829803997171313,0.06898571645206775,0.6491795620892826,1.3381306038549983,0.6750408435396259,0.06358363640741722
0.0,10.865719784643026,5.855995682461599,8.779820378881238,0.05868803463691862,0.7048151027735405,1.3996147366645773,0.6701354910406389,0.07956092578031786
0.0,11.725697128272689,6.1662708556866574,10.160605324372739,0.061411056915435226,0.6792503473527466,1.3741939167159622,0.6797102740231893,0.05746600802430295
0.0,11.419878166358382,6.13638631881271,9.870572452485678,0.06662003227252357,0.6442905067839649,1.3412805199120392,0.6858300597950518,0.06652275721182226
0.0,12.877283179151952,6.8381336836137026,10.546696706830827,0.05687778718490507,0.662567510516874,1.3826927609530288,0.691442557476205,0.05846806419775265
0.0,11.482893866706771,6.198754417380817,10.086395262166816,0.047437336516291485,0.6433252671503651,1.3612190413899459,0.68319433083092,0.058133807090579644
0.0,13.42062897804125,6.226990303535045,10.461977806061585,0.04534481204990246,0.6687090165942419,1.3035059293927727,0.6945437108715883,0.06377291512268247
0.1,11.58748715300395,7.142807118168625,9.69085430656769,0.054600594330812595,0.6770799841059402,1.3520148176745694,0.6831015230307821,0.06932347182238045
0.1,10.50794786622276,6.549875466011266,9.1356728280351,0.06575065882733955,0.6727133918403919,1.4168658508515295,0.6686661215056958,0.0573994472953102
0.1,11.45458095321488,6.052691410901268,9.628340872846858,0.06762637045952687,0.6847641544137348,1.443777809185731,0.6801933167061124,0.0637480347039445
0.1,10.575219371586385,6.921574285820127,8.657819172048692,0.05510595992576421,0.6834257782434471,1.348849699970661,0.6783282301365493,0.05745349315428611
0.1,11.843466580592992,7.4332029531518256,9.726801681023726,0.06100837026553455,0.674841525837027,1.3723721377027123,0.6859871975259202,0.06570587706292597
0.1,13.551015187660937,8.290520745126537,10.17048370657948,0.05894803841125598,0.7279762715372394,1.4261085518436882,0.7077278100649026,0.06728358260786876
0.1,11.171950836867865,6.17538454918986,8.975409213698695,0.06419454761915716,0.6956602425909095,1.4557330089124956,0.6779373721104328,0.06449098402736456
0.1,11.028736420564197,7.454969726705611,9.18023463404986,0.046714488339857085,0.6885901877917499,1.3684575892621602,0.6750252800888036,0.06166171837948032
0.1,10.797330882938311,7.9133987724545705,9.419576497868698,0.04933208368042187,0.6861858022827426,1.3356991120139623,0.664825859941362,0.06133032680470945
0.1,11.470451767167951,6.875102417656195,9.247297947837481,0.0552452146249766,0.6846544803461034,1.3793364018243632,0.6776422250615592,0.06724247659690379
0.1,11.233242599480766,6.038893917850259,9.463749129160428,0.07000741261834864,0.6461424424547455,1.3875450825174824,0.6738395017424784,0.06764271114084533
0.1,10.615528827471838,6.540351147790632,9.150224617884023,0.0701069682280283,0.6955707449281647,1.4070578091205586,0.671978195237207,0.07227729727792005
0.2,10.74135948052888,9.361214678031756,8.263492867606463,0.08534977926511156,0.74391458900739,1.5094614506102575,0.6740688323244052,0.08319499363673821
0.2,11.452023241924927,7.825248595793113,9.020202055439933,0.08837005218447219,0.6888037880627139,1.5439056542031362,0.6818714308697811,0.08263086312205815
0.2,9.313541406480448,6.896642391890812,7.810196643215567,0.0673042483490104,0.7037159789368345,1.4686012392989345,0.6661909925968358,0.08087865926533397
0.2,11.297502157122596,7.229779169733139,8.529210973464506,0.05572387667918107,0.6957376748951596,1.428851165329754,0.6782120571866136,0.06898198634237501
0.2,10.014110049114315,7.434057687617547,8.674929532244178,0.05906652719256626,0.7253224977545136,1.4419244998193756,0.6599699512659167,0.07381404289736829
0.2,10.880880036940686,8.12374918258843,8.659569929243393,0.047741828827988546,0.6998594285800678,1.3634171259339745,0.685723766012433,0.067922203328903
0.2,9.768605300968014,6.804481788120249,8.267203180469332,0.05248167151408699,0.6987410608818855,1.4507404224527152,0.6648858563497686,0.0692634928437328
0.2,10.407203186447928,7.327491569349667,8.468749983137235,0.07754241463753518,0.7258051595116359,1.4200099542286866,0.6543046368247162,0.08535386329557533
0.2,11.24847777578109,7.028292001347828,8.875991360756773,0.059763986096464314,0.712868048305343,1.4782786774100425,0.6872350462524173,0.07156122412937191
0.2,10.032803657797661,6.161706913801551,7.931453838400865,0.06249197918780801,0.6686488011678734,1.4472609174598599,0.6687258629952791,0.060412055909797764
0.2,13.007627999632318,6.8324857217442965,10.175847596644337,0.07023345544799416,0.6853392979015968,1.454021040730832,0.6873830874941247,0.07209427521050193
0.2,12.19511024778084,7.117785563075818,10.006398006447336,0.048504979739717555,0.6893284161158034,1.389270968772993,0.6818199088892689,0.0637502395819539
0.3,10.228818421666206,7.033231157987201,7.901313225039476,0.06405614205675934,0.7580391918420535,1.4974586553951827,0.6745861559824433,0.0781340823782501
0.3,10.618377788620936,8.747357016831199,8.38758737259764,0.08656636887014836,0.7621358728658827,1.6121516273613494,0.6621011314696447,0.0901669560262249
0.3,9.711432466825949,7.791262257104579,7.865630222796762,0.06898483486405951,0.7505688296361349,1.5366631131615234,0.6665456930624936,0.08557600497894789
0.3,12.404776998758528,7.035395071763367,9.720276845234297,0.06908635195361959,0.6877197159521836,1.485459869054376,0.6819893588650253,0.07497746135248304
0.3,10.49486115245318,6.642711239341188,8.706226917150694,0.06305777350656791,0.7079428461042346,1.4581901507568196,0.6698392735481222,0.07644892226336084
