одиночек,крупный,мелкий,средний,длинные: CV,p10/p50,p99/p50,средний черешок,разброс черешков
40,8.259814003161983,10.186027561793088,5.149877576375975,0.07578454217966006,0.8373120976725767,1.7986127348990726,0.6837604321132696,0.07027211202297251
40,8.01802770385752,8.448510348864007,4.993054269687218,0.09352602599007076,0.8069072630076165,1.7758465229776224,0.6668031550438306,0.09565877453954681
40,7.818258797161032,8.061859990967921,4.915520180333524,0.06184144603921791,0.7881819759553849,1.7420555593094575,0.6684967250765894,0.05875170839214137
40,7.932996652528079,11.109003335218915,5.166914837469466,0.06700875690291924,0.7954420081960064,1.7706805371149867,0.6707203676494178,0.06296752539365862
40,8.046936412780669,9.582872426009265,5.230943623548105,0.07211362529259732,0.8183460044183871,1.853331719838229,0.6956312233613985,0.06373079000825108
40,9.398238566882915,8.714572589440806,5.555968474284391,0.0606304785166783,0.7844153028806702,1.7676778632120622,0.6934418030907802,0.059309669361123835
40,9.404025702442631,10.38788102122212,5.350522102736882,0.07202071759835153,0.813024562934851,1.8149809806524144,0.6872844683726667,0.06285012901769725
40,8.759745479181944,7.702554576026125,5.297322252585696,0.06790371144654464,0.7884682208412709,1.7746944126308355,0.6813559993712675,0.06400646628351485
40,8.16189811108113,9.33609018183647,5.251869719785104,0.08173898169903512,0.773037935023197,1.7359564339701798,0.6651786843658555,0.07452540807904494
40,7.899934229995498,8.844245145902367,5.31405744869028,0.062078774716109765,0.775308852215734,1.7195871822529312,0.68011187369011,0.0530302939127899
40,9.735858407849104,9.426708332395936,5.542342203612653,0.06054699426866244,0.8285282096536503,1.7932852958220218,0.6984986449532103,0.048546753301525664
40,9.129104746109249,7.8318055337644905,5.323120773495688,0.08666586036631813,0.8025146316153473,1.8371935240609907,0.6438755853110636,0.06371891336100116
60,9.757698565380386,9.083093689467903,6.931166162639803,0.07001465229050279,0.7430091852176604,1.6057327039524119,0.6723677006094156,0.07115308844932479
60,9.13358981532082,9.467200737570844,6.577086558244792,0.06040721345116168,0.7869211530448108,1.5990984811808304,0.6615933757469858,0.04979131130525382
