радиус,факт,крупный,мелкий,средний
0.15,0.18033521690568696,17.39921590658916,3.771622602447891,12.778021557533375
0.15,0.18058984495320962,13.055786203282635,4.365836092305335,10.716880974360757
0.15,0.18088384141784877,13.842707441768612,3.9043040938154876,10.952506714144329
0.15,0.1817015041239096,15.087328083386739,4.077452800036516,11.235558859482603
0.15,0.17903549211869071,14.658721224029112,4.205300357793756,12.007085635019392
0.15,0.18122547045680643,14.593718830767703,4.409674589477271,10.408405530540318
0.15,0.1801986215859122,14.721678360552554,3.504841895620076,10.157224242045368
0.15,0.17777448409464433,14.290909811007229,4.020891326361273,10.805092279978904
0.15,0.17899900173541178,15.145866847993464,3.36254222295099,11.245366279185927
0.15,0.1832467327779701,15.886182535904798,3.9878042097145974,10.699126205472648
0.15,0.18155340354697017,15.983250152837469,3.20871511012123,10.832020899960353
0.15,0.17997530571731887,14.87170863130014,3.941142368679865,10.974962956067765
0.2,0.23648290518407622,15.025158593648602,6.333380155819749,11.081719040246202
0.2,0.23525431593975007,14.821328977168857,5.606265699691122,10.62526043593067
0.2,0.23608836902964814,12.872530785612927,5.059346860480801,10.114428320070548
0.2,0.23313798569013786,12.659337338745225,6.126735036410481,9.693473450987216
0.2,0.2345585775801937,13.345831477446117,5.360844699479344,10.439509075519652
0.2,0.23572158708397667,12.568207442632648,5.696205429972129,9.631212282446235
0.2,0.23491274578064772,12.218853809942946,5.324814374906921,10.092902706145168
0.2,0.23816432578626068,14.91904500615046,5.241818648492993,10.672535100900827
0.2,0.2360747874228953,13.317559786737952,5.040651436538411,10.697365381249014
0.2,0.23498232355996668,13.045923093615563,4.761124936494306,10.358255782955148
0.2,0.2388519781252524,13.884591509835177,5.458052906349164,10.973696745533182
0.2,0.23368402390285758,14.320642323452287,5.176181595407541,10.591663853718341
0.232,0.26831556304471676,13.966099145900735,6.108364913058891,10.585150659464428
0.232,0.26893712836489925,13.045732948936973,6.237229534544712,9.891273068462326
0.232,0.2663193906505346,12.246910512726707,6.4145457623921285,10.651551200082832
0.232,0.2709681576107187,12.070768333083127,6.433914473365519,9.986451120436111
0.232,0.26953054906768126,12.481160119000641,6.544012711899664,9.876377328680821
0.232,0.2687235310111165,11.144584947896886,5.435013591527765,10.194018401720983
0.232,0.269281209881497,10.977046968764165,6.597445188702179,9.595504114365362
0.232,0.2732892676614618,10.703102605805489,6.867730088833549,9.097046506951616
0.232,0.2704774463933726,14.201975964108728,5.824357602985131,10.184493788187556
0.232,0.2689160792866302,11.718452403407094,7.981890257190614,9.962700179657697
0.232,0.26756221929433766,12.862753267024257,6.210294634982391,10.343066372932006
0.232,0.269252118660203,11.043317397343795,6.7344118944411315,9.633774412331615
0.271,0.3111601028192125,11.511233919515284,9.932944034451967,10.088107350893251
0.271,0.30468375967133116,9.047837499629903,8.658848853138606,9.617668771394492
0.271,0.3103296907192584,10.666893833482032,8.675601661505477,9.661584313766763
0.271,0.3083626488548175,12.949934828498757,8.628270658175591,11.001546222233491
0.271,0.30872007935601,10.49084348287966,6.618309831736049,9.91191152837385
0.271,0.31172057379681056,12.219978878827012,8.891064621760723,10.421979101833836
0.271,0.30992281835624574,11.095360158445196,7.889602576270704,10.812727918726347
0.271,0.30499807349138336,11.441066887341995,8.59120231692699,9.94489590347151
0.271,0.3064619382117587,10.323187775572528,10.100755648850736,10.360065878992538
0.271,0.30848977006814754,10.716225920960342,8.374677517518775,10.358244198374189
0.271,0.3086181514041746,13.153113078380764,7.48772932881112,11.639845575629689
0.271,0.30812051000110113,13.90910145637019,8.599567842107115,11.361424666059111
0.32,0.35338790389876074,11.574638837420403,11.94938449784099,11.902105415584469
0.32,0.3524239461355078,10.83104933579289,10.80467936568746,11.773485825583204
0.32,0.3534622565880713,10.626394245635222,12.093787758805098,11.06794661786038
0.32,0.3534259357346542,10.600398712251405,10.99790599505781,11.847639037157375
0.32,0.35200874964849277,10.800310366780876,11.749637350092181,11.563969946964132
0.32,0.35197157310521204,10.24760894473437,9.96052290977676,10.61726004152573
0.32,0.3515883539021103,10.533479536669734,12.648087632537223,11.503102311660625
0.32,0.3566336519745951,10.689879708667169,12.944457310439871,11.256768927507903
0.32,0.35428674543789046,9.279999065092417,14.279976539304695,10.021027376387874
0.32,0.35194643427173705,10.726042114411023,14.22266191542239,11.556763542544074
0.32,0.3534386903153702,10.329070687849699,12.13653366366938,11.50991609000842
0.32,0.3514686918217184,9.754120935915394,12.139971349333338,10.279365243546271
0.4,0.4147828801714647,13.729121098624192,12.97933653520152,14.73876895184138
0.4,0.4184756101172305,15.140009317977254,16.472460285157005,16.504403136520846
0.4,0.4177052263678018,10.536103020910037,20.615612654078525,12.756826218914362
0.4,0.4165355756339083,13.171767554892645,14.438958072772396,14.839092247399908
0.4,0.4178938673217663,12.398024883191214,15.219250230337575,13.728739729125385
0.4,0.4219469138531931,10.70246432718379,13.314870093113784,12.774058833970289
0.4,0.41332995410996964,13.48369856331513,20.35650878629942,13.906251771662658
0.4,0.41822786331983053,13.85417500769342,18.73597525184552,15.826143205423076
0.4,0.4163716553458521,15.107906870554022,16.764303797723436,15.35033344115707
0.4,0.4191631299286401,11.411680199952468,14.523317525005394,14.054590086597523
0.4,0.4179197246549316,14.612281931004016,16.524268993001158,15.892572773040845
0.4,0.42165704087960076,14.749090742859003,15.91168850517897,16.312309347609332
