радиус,ручка,g,крупный,мелкий,средний,черешок,разброс
0.06,база,5.0037076968619365,17.14960907595146,1.979794592247487,10.893943684532605,0.725133192679082,0.0726174577890141
0.06,база,5.28449594272493,18.297499982816646,1.7706627435958935,12.644244364288927,0.7245876530339362,0.05811919781818479
0.06,база,5.063050876720802,18.884638809153095,2.202375531796044,11.98925100125503,0.7231544114346272,0.08128814302435854
0.06,база,5.209503764744104,16.300710163043707,2.2632884497811605,10.977074320094122,0.7416561955472177,0.0728643333947367
0.06,база,5.076146802260937,20.261114184794618,2.188988787769366,12.305730695654825,0.7320456640660823,0.07263755095578793
0.06,база,5.076544011758394,17.70016034458085,1.756941372498151,11.744263578418062,0.7153769275442529,0.058903642649316454
0.06,база,5.3451719430331215,17.429870560883572,1.732940278718763,10.849807140524112,0.7262825767288966,0.07447984628231816
0.06,база,5.137828787609782,17.73753304144823,2.5476993282734504,12.730587741910057,0.727273140340153,0.06961627066187243
0.06,база,5.1817569509908,16.449200143828858,1.9167640121112872,11.383338103634125,0.7399108720862883,0.07520069854862649
0.06,база,5.117956367271814,18.477750163341064,1.621508131442933,12.066786854603253,0.7227906487499809,0.06854834196263568
0.06,отодвинуть +10%,5.070595029138318,21.820411722880714,1.6964687809582082,13.723187929032619,0.7620728347075063,0.06809508816870387
0.06,отодвинуть +10%,4.947463958169311,22.025647405966467,2.760648495852128,15.40467679381097,0.763846667151372,0.0704918864344653
0.06,отодвинуть +10%,5.170171339847789,22.15967764201152,2.0111333974375567,13.846024082159435,0.7559628541551681,0.07157555713004862
0.06,отодвинуть +10%,5.227917734876233,20.339700885256278,2.417144838219802,13.275434717962511,0.7549749948493473,0.07207891571806775
0.06,отодвинуть +10%,4.829128959269556,22.77923105135869,2.415365072595269,14.7574133870632,0.7565478872499851,0.06874159284722618
0.06,отодвинуть +10%,4.9770417912650995,20.555404103267872,2.301555713476182,13.069881958047002,0.7510973469137086,0.06075603658785427
0.06,отодвинуть +10%,4.872102661896989,20.552838248973494,1.9024443907992707,14.033699715417361,0.7597670951378528,0.08283927108442374
0.06,отодвинуть +10%,5.155574556352751,20.558559155364694,2.438241731030644,13.404120474427973,0.7572212480811549,0.0714044910534747
0.06,отодвинуть +10%,5.038073609849052,21.744919150589283,1.9032457617332494,12.438715587799384,0.7446184623479319,0.06861571618488439
0.06,отодвинуть +10%,5.082014198497235,18.425351986460274,1.8405106194013423,12.661444230657732,0.741485346871906,0.06701879924038676
0.06,отодвинуть −10%,4.989950584052599,13.327301393300182,1.8395352159452212,10.044623111999309,0.7015301108206137,0.0674027028753349
0.06,отодвинуть −10%,5.2524290796893816,12.909836752264162,1.5893481360535044,9.522653379402843,0.6822817427586494,0.06508985053936023
0.06,отодвинуть −10%,4.955791967116139,11.197326265368297,2.6178563922296347,8.804637672721972,0.6847687137117981,0.08026498179379529
0.06,отодвинуть −10%,4.900322402165176,14.216306593066749,2.2858998724584016,10.309367156245521,0.6907496218164305,0.060473959328239166
0.06,отодвинуть −10%,4.960534883936076,14.291160572350893,1.966146482750819,10.462047848704879,0.6953972530929111,0.06703538235748742
0.06,отодвинуть −10%,5.174587096327136,15.734739672289528,2.075317992204821,11.274519107881272,0.6996282153736656,0.06155720666509263
0.06,отодвинуть −10%,5.250521411728429,13.94788917689808,1.6590217622022136,9.726070121259173,0.6978366044200135,0.06786036286618626
0.06,отодвинуть −10%,5.2036610444214695,11.102818116392074,2.427970878112494,9.042770459224334,0.6670832079104223,0.06788502100083839
0.06,отодвинуть −10%,5.14488576351712,12.420384164342765,2.0541665883856557,10.00467008763561,0.6883764609526705,0.05089699392278709
0.06,отодвинуть −10%,5.295040473015411,12.571821996843065,2.6115053819604808,9.348549431511238,0.6891845992183484,0.05820290702223107
0.06,подтянуть 30%,4.931960887530839,15.497792094612318,2.5845102518646685,8.552373170426906,0.7160640660197183,0.0958513943149716
0.06,подтянуть 30%,5.334342892462351,14.132065004340781,2.4122373837491993,8.132100430668583,0.7038743047167586,0.08149755645500589
0.06,подтянуть 30%,5.065481544710584,17.491476272147313,2.2529298690806137,8.623122850197644,0.7039313186675091,0.09889254507320529
0.06,подтянуть 30%,4.8050078282194475,17.23329287455239,2.5043940136347573,8.494203626784174,0.7139941027807256,0.081766528776715
0.06,подтянуть 30%,5.032380115541999,17.566392379116873,3.7723475373569753,8.947184500914897,0.7202330353998866,0.10050973321433633
0.06,подтянуть 30%,5.168859001577983,12.82011991353279,2.5137748071628923,8.113790176553978,0.7042249071258138,0.08016803878189521
0.06,подтянуть 30%,5.099846008495299,15.046316219634592,2.420927995263908,7.620998238012712,0.7070376546468893,0.10093352785522046
0.06,подтянуть 30%,4.8945709414137974,15.863358127482481,2.1337152884536397,8.678702169903014,0.7134335846308688,0.08948965902599681
0.06,подтянуть 30%,5.049146591324515,17.498764596509258,2.552810551263932,8.424880413738682,0.7280859850623195,0.10216672155457485
0.06,подтянуть 30%,5.260397808533751,12.190070208900014,2.252860110835876,7.546608176382653,0.7028252476661283,0.088315044385943
0.06,подтянуть 60%,5.097459873976807,14.23568633100451,2.973599970219427,6.305523302213642,0.6743480798191988,0.12140823633151572
0.06,подтянуть 60%,5.096995910992567,11.049274207018602,2.6653399719904,5.750028035397828,0.6718085316101463,0.1082975710771548
0.06,подтянуть 60%,5.000331659728136,11.533389998954792,2.599560070376794,6.011629814371572,0.6609913948744462,0.1188465905115369
0.06,подтянуть 60%,4.925722612561145,14.908043339952737,2.1223952174976577,6.117297730949046,0.6848270678215623,0.11761427832809696
0.06,подтянуть 60%,5.031532462233993,12.942268875791463,3.259579708743849,6.196246300333928,0.6999237869665638,0.11208353092162072
0.06,подтянуть 60%,5.03501433006829,11.022298580089661,2.9398643413266323,5.865632294540226,0.6758885512697147,0.10440843654104282
0.06,подтянуть 60%,4.975167117423643,12.609457506933488,3.689493382235482,6.5400864676300525,0.6892418464003464,0.1175775489372074
0.06,подтянуть 60%,5.385544206193888,10.020132731499546,2.381214532782326,5.546308499956234,0.6703281709223299,0.11170090993911172
0.06,подтянуть 60%,5.214521754874602,11.482043429795997,2.5285487036921475,6.134072546053184,0.6678402884600789,0.12190483645234552
0.06,подтянуть 60%,5.0905256109029136,11.94002017632091,2.4110034855599514,6.168570469111423,0.6721354766975258,0.13716774570528872
0.06,склеить 50%,4.928338267299887,15.948580272695693,2.827766123022544,11.453307904403662,0.71345896089947,0.07445905640065678
0.06,склеить 50%,4.9302079202440705,12.696507384537298,2.2394686653288596,8.748113763992858,0.6999294800644206,0.07645356674354616
0.06,склеить 50%,5.147184819298218,16.45541910737346,2.476643587239117,10.90952943258186,0.7122239894175644,0.0703098353865386
0.06,склеить 50%,4.98308897505279,11.713755497321442,2.1346123548175604,8.73808986028677,0.6994872178812247,0.07125320940904985
0.06,склеить 50%,4.834015452312111,14.59826897126328,2.0668147554051717,10.720005646445557,0.6998077867253868,0.06381068062766804
0.06,склеить 50%,4.842578879841493,16.035054726412834,2.4953181413887613,9.97124694942738,0.7131221606817312,0.0850978631166798
0.06,склеить 50%,5.010331103685875,16.674276850309845,1.7305685950886418,11.69652936977997,0.7155591251338307,0.06647030218860216
0.06,склеить 50%,5.214649373526446,11.983668223899292,2.0770342380842632,9.315941327827504,0.7000864748095484,0.063734874650183
0.06,склеить 50%,5.0619233400553885,16.03198966340435,2.267082857739585,11.24057565841471,0.7261030449983559,0.0613086423694257
0.06,склеить 50%,5.089122387954787,15.347806067044676,2.7976411975983972,11.223163687957154,0.7101167679848593,0.06045521091457716
0.06,склеить 100%,5.352482648152105,10.867793583414546,2.545961640090576,9.377175879017065,0.6752981869048423,0.06053315120873646
0.06,склеить 100%,5.016366842532557,13.988386310450851,1.7859550584022637,9.759356544984081,0.688267933666288,0.06096001930954177
0.06,склеить 100%,5.210570561079337,11.848898107511548,1.9581396675939742,8.793697246269193,0.6771756732987765,0.07683233561708838
0.06,склеить 100%,5.557146149150755,8.914564955537015,2.539804728552322,7.782357774570846,0.6540608011328877,0.07000912530882478
0.06,склеить 100%,5.037809417548337,11.908572748464106,2.0038602842176574,9.68840272943869,0.6935501125132474,0.06595275051147423
0.06,склеить 100%,5.006951342770993,13.800105887409948,1.9528561316742226,10.079039812639504,0.6994055642799047,0.0698405369188597
0.06,склеить 100%,5.065186211388733,11.626457886872613,2.117711013847631,8.96205467260675,0.69694308171165,0.0638728662772568
0.06,склеить 100%,5.0444168358532275,12.021634833735686,2.3894399119408996,10.301858030679243,0.6846145743513793,0.06639378059327379
0.06,склеить 100%,5.208054945269808,11.420159857181877,2.687095051082895,9.128605833967997,0.6872986987918758,0.06749692656963775
0.06,склеить 100%,5.115966911110593,12.888015401565436,2.180515986473075,9.997627595955668,0.695327565800532,0.06430832506024858
0.1,база,3.1440970498843974,15.521909999504256,2.435776101432711,10.942530496199666,0.7209575480181147,0.07253137694607102
0.1,база,3.0315763670060436,15.788325856094426,2.8272377364807033,11.070195689987202,0.7283062605560044,0.0649876467027442
0.1,база,3.080814335324175,18.42513569458865,3.5121057821642694,12.032875243967766,0.7273869620305884,0.06283149544389982
0.1,база,2.9877472770016116,16.331765101378945,2.946007029934885,11.790669753684655,0.7181528825011649,0.05642306194975759
0.1,база,3.0667872303524004,16.682256850205025,2.974426120136614,11.499425686195298,0.7214231984996474,0.06274360189573147
0.1,база,3.0739655644052255,16.539281473920393,3.0051908482319454,11.729968084909457,0.7263908948896679,0.0649332381661094
0.1,база,2.9766953240192704,16.2199868430037,3.0148021962858977,10.672014796069536,0.7101616559621303,0.06327941606438757
0.1,база,3.100153808202333,16.41668041120913,2.8420489289855313,11.39657491172515,0.7276575362936049,0.07619736853713809
0.1,база,3.0866164202343827,13.650516462564493,2.805212658696758,10.055727296890025,0.7081185952298931,0.06313645773510336
0.1,база,3.0814338280997826,12.079058202413202,2.7552969763328763,8.873341072770657,0.7026981290898588,0.07036063947391628
0.1,отодвинуть +10%,3.0359072530648064,19.512682632044225,2.4355351733387143,13.851273648993205,0.7363421081675273,0.0794363741365806
0.1,отодвинуть +10%,3.1017105755367242,15.737579965759048,2.955124485154037,11.305528764595474,0.7235744554847728,0.06986651749914852
0.1,отодвинуть +10%,2.9728441238416337,17.173138509765746,2.369847810910786,11.623350464606784,0.7515622059696188,0.08642486020254676
0.1,отодвинуть +10%,3.1283529018514145,21.292352428856866,2.3114361522348483,12.642842946138515,0.7492828711119386,0.07194893936524076
0.1,отодвинуть +10%,2.9845408818861583,18.142836642780505,2.4986363726339063,11.018931526213008,0.7494741739383519,0.0839675163718636
0.1,отодвинуть +10%,2.8808036531379146,28.5584256458432,2.693697880202207,15.694669679479901,0.7627927762932668,0.07565622687470576
0.1,отодвинуть +10%,3.121798294989919,19.33354355069308,2.334287221072137,12.648603177181139,0.73618038874174,0.08067730139563078
0.1,отодвинуть +10%,3.1253941356900614,21.138808525806255,3.3749854045939593,12.360932777494684,0.741989646625041,0.08599102246981323
0.1,отодвинуть +10%,3.2105975431571414,15.343523830535222,2.5871093358421713,11.151792705254385,0.7312882198462953,0.06408867194240946
0.1,отодвинуть +10%,3.0647200281106,25.811979182328862,2.6276946664194525,13.879935410146317,0.7604120829765543,0.07359435657272669
0.1,отодвинуть −10%,3.047472386370733,11.709373663383595,2.802531006935211,8.709996359345158,0.693880179317475,0.06884045869194369
0.1,отодвинуть −10%,3.144656704171598,11.542813553603319,3.1729083995241356,9.229698485577504,0.6821814259440971,0.06069331734060098
0.1,отодвинуть −10%,3.0939007751438683,11.570299734623957,2.8546951348556564,9.219167400229997,0.6814232609830113,0.058401901709033685
0.1,отодвинуть −10%,3.1164543381375367,11.547613850645995,2.884889149455034,10.022061574376199,0.685327857881591,0.05631719930207931
0.1,отодвинуть −10%,3.1723347653020246,11.430333581513231,3.5238154275372864,8.671266210524324,0.6733657346041931,0.06531396620925176
0.1,отодвинуть −10%,3.0305406489873357,11.888810444048257,2.5038721051770403,8.931105086847785,0.6859094670973802,0.0729424322530535
0.1,отодвинуть −10%,3.152531474252865,12.044944337018732,2.4910420998669793,9.531873607687285,0.6924098247483704,0.056149451869157374
0.1,отодвинуть −10%,3.024882887784622,15.122265646778622,2.950012680512221,10.322255083073529,0.6821185287591661,0.0701072094126534
0.1,отодвинуть −10%,2.934921433739089,11.039322380150098,2.746215866153801,8.66899810778889,0.684653580557405,0.07729925561270017
0.1,отодвинуть −10%,3.100491655031414,11.806548653362903,3.791634004775721,9.671117441486377,0.6820655024180385,0.06409415739368511
0.1,подтянуть 30%,3.0964057071548585,11.16695360018677,2.7477259760127763,6.6775433261173065,0.6918870934195156,0.09191030309035314
0.1,подтянуть 30%,3.023884121038077,13.123812880292332,4.473858560368886,7.796859484199672,0.7014078931292543,0.109253495001832
0.1,подтянуть 30%,3.1728978921600883,13.134889502205274,3.6407806357079218,7.913844783485038,0.6915226289412539,0.08389679908817271
0.1,подтянуть 30%,3.0555552364864575,15.662431232303394,3.1123605419513027,8.592942825809653,0.7091232703901451,0.09888196996518259
0.1,подтянуть 30%,3.0735845416845793,14.965385679495133,3.206895158858607,8.836760309143283,0.6990244741558685,0.09403493189719205
0.1,подтянуть 30%,3.100361821341012,14.194449182564025,3.0356346130292233,8.142400839088449,0.7040307428110804,0.07237657852103117
0.1,подтянуть 30%,3.074195147888044,16.74365280373164,3.0110269160037126,8.845993562765148,0.7098106407002643,0.10322555455416622
0.1,подтянуть 30%,2.924704333362156,14.962078745892008,2.553173031330808,8.594558995810177,0.7135322493141739,0.09273260370354783
0.1,подтянуть 30%,3.0034744392495987,15.021472500460805,3.411404584462921,8.53861835030826,0.6886628943556077,0.09894585969980402
0.1,подтянуть 30%,3.105450186808301,12.871834757033128,2.627378486101322,7.914477513249222,0.701532768850838,0.08914971097653132
0.1,подтянуть 60%,3.0166647873028887,10.186043078011219,4.318211204398139,6.095374666315648,0.656102169133583,0.09294241228200605
0.1,подтянуть 60%,3.193731926952267,9.986339973608818,3.6896710896223275,6.00071519510808,0.6475946333226676,0.11948704068814353
0.1,подтянуть 60%,3.1679243982601224,9.886874122816131,4.272709482109716,5.8997004780261,0.6551058017546055,0.0953893480481204
0.1,подтянуть 60%,3.0157631733798596,9.995728253796853,3.381400510486915,5.952488478095343,0.6587917762993943,0.11465657593300409
0.1,подтянуть 60%,3.093427133814318,9.957899768154176,3.276771307641943,5.720345837801499,0.6619235685595852,0.09563625161589694
0.1,подтянуть 60%,2.9917965269886686,13.0799739074573,3.511189383578025,6.508151617369355,0.682004291552408,0.10881170044647438
0.1,подтянуть 60%,2.938152245311066,9.887023789753824,3.4712286606721285,6.445924211743735,0.6619761285360521,0.09223138376329804
0.1,подтянуть 60%,3.0631066610454964,12.336053076421628,3.699555576088739,6.226784697907779,0.6709868267496125,0.10768886800400423
0.1,подтянуть 60%,3.0835569993293794,11.234902810975889,3.8261032711260534,6.477920216063177,0.6585420331109202,0.10712366541324847
0.1,подтянуть 60%,3.0000218578491182,11.590273900646384,3.6592674016599025,6.392963637542975,0.665019016763526,0.10358734462656904
0.1,склеить 50%,3.082414573466182,12.675379687629972,2.9283572474885307,9.881625889075439,0.6997385664909249,0.06858986781231097
0.1,склеить 50%,3.0397542508103093,13.068214378260363,2.7188382419061794,9.597420684865298,0.7005435652328302,0.0575211426502035
0.1,склеить 50%,2.9241038965616104,14.913092907097045,2.925920776143556,10.528728865928077,0.7092051969211879,0.06629610158404833
0.1,склеить 50%,3.067888929960729,14.235245933207425,2.84797448649064,9.065536482002086,0.6990408889702886,0.08771018057195595
0.1,склеить 50%,2.9761992571688425,12.430325993244123,3.0760406176063766,9.389904494651084,0.7036714466351784,0.0783051455835662
0.1,склеить 50%,2.98769142826762,12.933375303171417,2.6261244011252365,9.896194331560817,0.7036039949636269,0.07929936559670422
0.1,склеить 50%,3.1948982276254485,11.591473766072314,2.8808871502070508,8.76769937397476,0.6691559541625933,0.06085541874907901
0.1,склеить 50%,3.0291674635858263,14.855905649258855,3.7463352332121884,9.9625525677676,0.6980558251656216,0.08276292867285368
0.1,склеить 50%,3.0273542339500166,12.504800826296762,3.1728962342244627,9.312721636335528,0.6923006715080011,0.07505832655649768
0.1,склеить 50%,3.1444737482968934,13.67373142520654,3.223011497380343,8.79275899482428,0.6854011617703163,0.07925027846946085
0.1,склеить 100%,3.32016927650895,9.648239000736503,3.2128697899107124,8.088562499057389,0.664932885254175,0.060721510388943314
0.1,склеить 100%,3.027474201891721,13.207667161815884,2.726025219817984,10.552053578339539,0.6974754098971157,0.06642031334620226
0.1,склеить 100%,3.0418255871424122,9.736696530260785,3.5163421360793383,8.153800554446356,0.6684204588586631,0.06434408092877344
0.1,склеить 100%,3.090248676196458,10.50798477796389,2.6954402830090687,8.506558956023289,0.6679475574989225,0.07150639078367696
0.1,склеить 100%,3.008316043252791,11.39339181639679,2.7835957297101923,8.990050504977114,0.6796160668032282,0.06988952771834007
0.1,склеить 100%,3.063563897914188,11.349922115231852,3.4751201132502794,9.551934208278835,0.678874819742085,0.058699746109770655
0.1,склеить 100%,3.1024658817733823,10.528230123071646,2.891512425246439,9.054213071967263,0.6607647810754242,0.06584353975438507
0.1,склеить 100%,3.047625285205351,11.458188162673354,4.244673502958259,9.40145041137603,0.6906301250916017,0.05604403133562476
0.1,склеить 100%,3.01309794452509,14.011442956028425,3.0555956645923144,9.849958246687539,0.6803100422131934,0.06019054552647565
0.1,склеить 100%,2.9583774959065305,11.530772808081814,2.7725636524491426,9.480953876375095,0.6758551504815776,0.060931998135568224
0.232,база,1.2703021442496931,12.367216138651413,6.665749523199669,10.737833682544784,0.6961173457810187,0.06979413505620795
0.232,база,1.3076157066388243,13.588199748478948,5.808469424704404,10.795684335931648,0.7038062117865393,0.07084393318680715
0.232,база,1.3747894209884082,12.764376520169655,6.519918513895003,10.298399022212767,0.6797370116253848,0.06446533736317059
0.232,база,1.3272358660840757,11.078797233023012,5.869572679994243,10.096010573052153,0.6705194954074383,0.05874170332838806
0.232,база,1.3281815965924793,11.143148090164784,6.333945677409441,10.049409778984948,0.6808277891908044,0.05509428883574843
0.232,база,1.3256346214065542,13.779172199107926,7.238369075809877,11.048797226979916,0.6880057385192405,0.06292944120978744
0.232,база,1.3291166177507376,14.881449325805242,5.992441174438383,11.130959191531106,0.698589579646397,0.060882016468184225
0.232,база,1.3520731991760613,10.486878037157133,6.152659978106066,9.10694292201512,0.6747250665841183,0.054409793084150525
0.232,база,1.2991950475070015,11.16936604649335,5.748686101384535,9.93391460088856,0.6872949546347464,0.057829880807168776
0.232,база,1.3062028925494964,10.438976797197334,5.386618152564639,10.046716734033607,0.6840805354436668,0.051434753153379725
0.232,отодвинуть +10%,1.2432524164038012,16.216622189176867,6.949056408722087,12.344780408387775,0.7099793418438275,0.055071308354318206
0.232,отодвинуть +10%,1.3140772736222974,14.266540742129173,6.162272149249655,10.536310096338289,0.704562272133801,0.07371246988863657
0.232,отодвинуть +10%,1.2617441840836132,14.418373519374663,5.915413133778843,10.952157679741624,0.7071995901728982,0.06217525500966822
0.232,отодвинуть +10%,1.3671074977321651,13.151801310167658,6.00412450833029,11.828515978271382,0.6957159835197958,0.059440646096733885
0.232,отодвинуть +10%,1.302243625782433,11.961455358479462,5.577176695877083,10.10093135708118,0.6927647527213424,0.059045788599537595
0.232,отодвинуть +10%,1.3505862540148226,15.194633072572698,6.023355918618483,10.651036807896165,0.7122645922919637,0.07393043133245236
0.232,отодвинуть +10%,1.3419870420979467,14.21411699570697,5.184106425944831,10.959626495678533,0.7050025944946791,0.06339826827242107
0.232,отодвинуть +10%,1.3864203316075419,11.547920849909518,5.394918889918292,10.348140359769799,0.6977298008655008,0.05667824550867041
0.232,отодвинуть +10%,1.2671986382825502,18.223875540743776,6.22072692104977,12.05062734748235,0.7199239902741723,0.07882492380093249
0.232,отодвинуть +10%,1.332858380399675,14.62202233050933,5.8041782852022346,12.046888816688233,0.6973461490062972,0.06361107472132597
0.232,отодвинуть −10%,1.289150992711825,10.437793932972566,6.927863866783283,9.189648918584776,0.6759067657789916,0.06279179156868536
0.232,отодвинуть −10%,1.3014326712028663,11.114812134576225,7.801086391437336,9.280390839344172,0.6709668682599991,0.062310921300086704
0.232,отодвинуть −10%,1.338145305991217,9.930931402954826,7.08889109174447,8.961192945264608,0.664290025976708,0.061179646605175296
0.232,отодвинуть −10%,1.2188450085798648,10.851036216933515,6.746548433394104,9.579852583949773,0.6621740363079424,0.07037587319084611
0.232,отодвинуть −10%,1.2356722141820564,8.849269328927711,6.83717046017553,8.567234712528457,0.6637224239396307,0.0570821507312293
