отодвинуто,крупный,мелкий,средний,длинные: CV,p10/p50,p99/p50,средний черешок,разброс черешков
-0.15,8.81612708523202,8.462818044213453,8.529160230703305,0.07084243484651667,0.7137354740131167,1.4329424754039033,0.6447550633700448,0.07486193208970725
-0.15,8.947966853563543,7.753012920050466,8.507510859164743,0.052331700891850186,0.7308643243141,1.3366204489706373,0.6435075493710003,0.059820739492239774
-0.15,9.308255946810483,8.73946541637884,8.633995079143194,0.07588841724198105,0.7454607647793042,1.4238796463180206,0.6508408310970527,0.06933377125737604
-0.15,9.107245288875552,6.71862886172111,8.511770404974884,0.06005962478220166,0.7075519783171851,1.3462190375188001,0.6509039971205759,0.06367123075507827
-0.15,8.838896164892553,6.484125691705571,8.85580062223934,0.08488390748715648,0.7090610727507178,1.360008189755096,0.6326690970633518,0.06538356546206163
-0.15,8.832825938107266,7.028233354217484,8.503168066820987,0.06522741644212168,0.7234541097222534,1.3920777470352954,0.653693728612941,0.06373330316966988
-0.15,9.47210366486696,7.451279134948931,8.444949625816733,0.07614244007947937,0.7341671475438213,1.482251818322711,0.6445035117980786,0.0709313844141269
-0.15,8.848695699449504,8.448245038132914,8.588418284511675,0.061776105310698694,0.7318281065497363,1.3933193974690363,0.6456952468863093,0.05885914055654925
-0.15,8.108839703628874,6.474235309409709,8.397618869659306,0.06583635162700667,0.7299300079458527,1.3718105847507418,0.6381340801048879,0.05057738275529919
-0.15,8.495649783697248,7.591478372039056,8.491073863093492,0.06205049774459476,0.7274295506675053,1.3751671617249104,0.6278910353545921,0.06127915916048239
-0.15,8.715832501979683,6.935707389514851,8.898590581002043,0.04841066911427396,0.6964803435536008,1.2774993653536626,0.6495891058235428,0.0510604267964605
-0.15,8.487900297920513,6.915658398912472,8.039792333172327,0.07142858111725892,0.7150185243830669,1.4265996513687498,0.6380615571756006,0.07193774247351915
-0.1,10.793852519572253,6.291725005084617,8.547065383132738,0.0593849761757085,0.7009727144873666,1.3705690366697472,0.6609062462831218,0.06918999994276065
-0.1,11.11035151361296,8.711682618734764,9.297143785249206,0.045975236165177624,0.7451798293575471,1.3352193757361654,0.6757320742122316,0.05709838472871181
-0.1,10.273146218830043,7.396631711147238,9.445488787399134,0.06536569274206326,0.6911010619649279,1.3259242861268006,0.6648229135523231,0.05734814526485936
-0.1,10.448433304796943,6.91163979962342,9.824301413584479,0.03877860488475748,0.6928715805416732,1.262870504693467,0.6593325280733755,0.06482735694437972
-0.1,10.325831810650744,7.137361563158232,9.19504700106624,0.056335571075126434,0.6779214164490315,1.319036927213982,0.665268974569023,0.05922231339502159
-0.1,9.897365567835386,6.577652956762727,9.603628994570242,0.059674611881446384,0.6918637469472229,1.3288388975524965,0.6631064770684193,0.06024916360619796
-0.1,9.85799818894792,7.459964409772645,9.255951875808991,0.07664674749836696,0.684633791353373,1.3298337760465455,0.6640111441609983,0.06258876674640945
-0.1,9.280788044856116,7.450037614733559,9.078472320818957,0.0590062865297653,0.6966757322104921,1.3602860763999265,0.6450209201652453,0.06518825812877467
-0.1,9.888147667369001,6.87098002340589,8.98197089937966,0.07189608830117131,0.7087223472443746,1.3989416448385512,0.6537210382699162,0.06782205917588956
-0.1,9.395911759069314,8.225261606068939,8.369255127751233,0.049321162470575025,0.7220798490695929,1.3778940765396652,0.6507372979600888,0.06551213370210404
-0.1,10.989179842625976,6.5153593948470325,10.135185957180264,0.05936237626040572,0.6900813633200048,1.342672294544132,0.6749906475784501,0.0618156367627848
-0.1,8.848725168090404,7.134934614939559,8.439354995718585,0.07686418928860565,0.7140392054063088,1.4658896232260163,0.6430689859143869,0.06822936958411112
-0.05,10.905266198164824,6.189246902744012,9.849051761581425,0.05273698957957522,0.6588584142952565,1.3007775421993548,0.6733944546846701,0.05651339891664618
-0.05,10.052085527873897,7.543260186353929,8.83328997887735,0.06465523172506386,0.6957127999620771,1.4159447933450284,0.656120417416653,0.06413838325396604
-0.05,11.91295919525259,5.93379159378767,10.129591460923692,0.07858839829684161,0.6857724518458177,1.3788762935900094,0.6751132696637506,0.06841418349538177
-0.05,9.527133416130376,7.870817003952403,8.785240897922431,0.06529295562643939,0.7057885969602191,1.4247129721865364,0.6618839472684626,0.06600157408232188
-0.05,9.87576087459822,6.2281016933704745,8.666017125697191,0.04783246946899747,0.6894680916487119,1.3010208978615336,0.6626536829843951,0.05246903821860276
-0.05,9.075814057758514,6.960177238990233,8.790981832494692,0.05627138222980258,0.6998886887159977,1.3497840939834658,0.656780006376224,0.05758890100094592
-0.05,10.667270735451948,6.960571831851815,9.13406337999516,0.051145424904196754,0.6774792615964749,1.3797836855014292,0.6648491885213893,0.061840677072495534
-0.05,11.634278347917709,5.82407730374709,10.610650848467412,0.05892014724886695,0.6673473393826213,1.3580083891086316,0.6759260822447667,0.05922593179589399
-0.05,11.004171020827506,6.784139563886307,10.084952283686707,0.060865931234421064,0.6659070424986416,1.2719621426074141,0.6810876012464183,0.06497426029825586
-0.05,10.022365364829662,6.287795078235732,8.794195841158745,0.06272470984526841,0.6930649990627686,1.3664201962257694,0.6624946167365666,0.07886770811582738
-0.05,10.678024685822956,8.159797462998677,9.481867014703987,0.053649992994409625,0.70584722402751,1.3890726963027185,0.6716373478791606,0.06323157226966866
-0.05,10.105625644782016,6.76787502029674,9.532161036540272,0.05758413371719579,0.6815135192187535,1.3646141180825602,0.6644450638037281,0.06286920861923528
0.0,11.493256944595878,5.882823385114554,9.911348515393055,0.04845997888129794,0.6357838246686711,1.2929572227817816,0.6904530711205047,0.055019769948194665
0.0,12.817301792546845,6.092876070029532,10.541997839910943,0.048005373057877415,0.6352721961841291,1.3087279290252856,0.6925766096661335,0.05583540598928155
0.0,12.528058603839817,7.733142727238396,10.251629146470822,0.0639174912499275,0.692008487945258,1.445333880935151,0.6946930394265298,0.07224286085414128
